____________||___________|___________|___________|___________|___________||
            ||           |           |           |           |           ||
-t_ox       ||   2.4e-3  |     0     |    0      |   0       |    0      ||
____________||___________|___________|___________|___________|___________||
            ||           |           |           |           |           ||
-n2p_drv_rt ||   2.45    |     0     |    0      |   0       |    0      ||
____________||___________|___________|___________|___________|___________||
            ||           |           |           |           |           ||
-lch_lk_rdc ||     1     |     0     |    0      |   0       |    0      ||
____________||___________|___________|___________|___________|___________||
            ||           |           |           |           |           ||
-Mobility_n || 302.16e8  |     0     |    0      |   0       |    0      ||
____________||___________|___________|___________|___________|___________||__________
                       ||           |           |           |           |           ||
-gmp_to_gmn_multiplier ||   1.22    |     0     |    0      |   0       |    0      ||
_______________________||___________|___________|___________|___________|___________||
            ||           |           |           |           |           ||
-vpp        ||   0       |    0      |    0      |   0       |    0      ||
____________||___________|___________|___________|___________|___________||


SRAM
__________________________________________________________________________________
		   |	    ||           |           |           |           |           ||
-Wmemcella | 0      || 1.31      | 1.31      | 1.31      | 1.31      | 1.31      ||
___________|________||___________|___________|___________|___________|___________||
			  |	    ||           |           |           |           |           ||
-Wmemcellpmos | 0   || 1.23      | 1.23      | 1.23      | 1.23      | 1.23      ||
______________|_____||___________|___________|___________|___________|___________||
			  |	    ||           |           |           |           |           ||
-Wmemcellnmos | 0   || 2.08      | 2.08      | 2.08      | 2.08      | 2.08      ||
______________|_____||___________|___________|___________|___________|___________||
			  |     ||           |           |           |           |           ||
-area_cell    | 0   ||  146      |  146      |  146      |  146      |  146      ||
______________|_____||___________|___________|___________|___________|___________||
				|   ||           |           |           |           |           ||
-asp_ratio_cell | 0 || 1.46      | 1.46      | 1.46      | 1.46      | 1.46      ||
________________|___||___________|___________|___________|___________|___________||

CAM
__________________________________________________________________________________
				|   ||           |           |           |           |           ||
-Wmemcella      | 1 || 1.31      | 1.31      | 1.31      | 1.31      | 1.31      ||
________________|___||___________|___________|___________|___________|___________||
				|   ||           |           |           |           |           ||
-Wmemcellpmos   | 1 || 1.23      | 1.23      | 1.23      | 1.23      | 1.23      ||
________________|___||___________|___________|___________|___________|___________||
				|   ||           |           |           |           |           ||
-Wmemcellnmos   | 1 || 2.08      | 2.08      | 2.08      | 2.08      | 2.08      ||
________________|___||___________|___________|___________|___________|___________||
				|   ||           |           |           |           |           ||
-area_cell      | 1 || 292       | 292       | 292       | 292       | 292       ||
________________|___||___________|___________|___________|___________|___________||
				|   ||           |           |           |           |           ||
-asp_ratio_cell | 1 || 2.92      | 2.92      | 2.92      | 2.92      | 2.92      ||
________________|___||___________|___________|___________|___________|___________||

DRAM
__________________________________________________________________________________
			   |    ||           |           |           |           |           ||
-vdd_cell      | 2  ||   0       |           |           |     0     |    0      || 
_______________|____||___________|___________|___________|___________|___________||
			   |    ||           |           |           |           |           ||
-Wmemcella     | 2  ||   0       |           |           |     0     |    0      || 
_______________|____||___________|___________|___________|___________|___________||
			   |    ||           |           |           |           |           ||
-Wmemcellpmos  | 2  ||   0       |           |           |     0     |    0      ||
_______________|____||___________|___________|___________|___________|___________||
			   |    ||           |           |           |           |           ||
-Wmemcellnmos  | 2  ||   0       |           |           |     0     |    0      ||
_______________|____||___________|___________|___________|___________|___________||
			   |    ||           |           |           |           |           ||
-area_cell     | 2  ||   0       |           |           |     0     |     0     ||
_______________|____||___________|___________|___________|___________|___________||
				|   ||           |           |           |           |           ||
-asp_ratio_cell | 2 ||   2       |           |           |     0     |     0     ||
________________|___||___________|___________|___________|___________|___________||

______________________________________________________________________________
				||           |           |           |           |           ||
-dram_cell_I_on ||   0       |           |           |     0     |     0     ||
________________||___________|___________|___________|___________|___________||
				||           |           |           |           |           ||
-dram_cell_Vdd  ||   0       |           |           |     0     |     0     ||
________________||___________|___________|___________|___________|___________||
				||           |           |           |           |           ||
-dram_cell_C    ||   0       |           |           |     0     |     0     ||
________________||___________|___________|___________|___________|___________||____________________
				                     ||           |           |           |           |           ||
-dram_cell_I_off_worst_case_len_temp ||   0       |           |           |     0     |     0     ||
_____________________________________||___________|___________|___________|___________|___________||


__________________________________________________________________________
																		 ||
-logic_scaling_co_eff      1.5                                           ||             
_________________________________________________________________________||		
																		 ||
-core_tx_density           0.245                                         ||
_________________________________________________________________________||		
																		 ||
-sckt_co_eff               1.11                                          ||
_________________________________________________________________________||		
																		 ||
-chip_layout_overhead      1.0                                           ||
_________________________________________________________________________||		
																		 ||						                
-macro_layout_overhead     1.0                                           ||
_________________________________________________________________________||
__________________________________________________________________________
																		 ||						                
-sense_delay               .28e-9                                        ||
_________________________________________________________________________||
																		 ||						                
-sense_dy_power            14.7e-15                                      ||
_________________________________________________________________________||		


_____________________________________________________________________________________________________________________________________________________
                           ||           |           |           |           |           |           |           |           |           |           ||
-wire_pitch                ||   2.5     |     4     |    8      |   0       |    0      |   2.5     |   4       |   8       |   0       |   0       ||
___________________________||___________|___________|___________|___________|___________|___________|___________|___________|___________|___________||
                           ||           |           |           |           |           |           |           |           |           |           ||
-barrier_thickness         ||   0.017   |   0.017   |   0.017   |   0.017   |   0.017   |   0.017   |   0.017   |   0.017   |   0.017   |   0.017   ||
___________________________||___________|___________|___________|___________|___________|___________|___________|___________|___________|___________||
                           ||           |           |           |           |           |           |           |           |           |           ||
-dishing_thickness         ||    0      |     0     |    0      |    0      |    0      |   0       |   0       |   0       |   0       |   0       ||
___________________________||___________|___________|___________|___________|___________|___________|___________|___________|___________|___________||
                           ||           |           |           |           |           |           |           |           |           |           ||
-alpha_scatter             ||    1      |     1     |    1      |    1      |    1      |     1     |    1      |     1     |    1      |     1     ||
___________________________||___________|___________|___________|___________|___________|___________|___________|___________|___________|___________||
                           ||           |           |           |           |           |           |           |           |           |           ||
-aspect_ratio              ||   2.0     |    2.4    |    2.2    |   0       |    0      |   2.0     |   2.0     |   2.2     |   0       |   0       ||
___________________________||___________|___________|___________|___________|___________|___________|___________|___________|___________|___________||
                           ||           |           |           |           |           |           |           |           |           |           ||
-miller_value              ||   1.5     |    1.5    |   1.5     |    1.5    |   1.5     |    1.5    |   1.5     |    1.5    |   1.5     |    1.5    ||
___________________________||___________|___________|___________|___________|___________|___________|___________|___________|___________|___________||
                           ||           |           |           |           |           |           |           |           |           |           ||
-horiz_dielectric_constant ||   2.709   |    2.709  |   2.709   |    2.709  |   2.709   |    2.709  |   2.709   |    2.709  |   2.709   |    2.709  ||
___________________________||___________|___________|___________|___________|___________|___________|___________|___________|___________|___________||
                           ||           |           |           |           |           |           |           |           |           |           ||
-vert_dielectric_constant  ||   3.9     |    3.9    |   3.9     |    3.9    |   3.9     |    3.9    |   3.9     |    3.9    |   3.9     |    3.9    ||
___________________________||___________|___________|___________|___________|___________|___________|___________|___________|___________|___________||
                           ||           |           |           |           |           |           |           |           |           |           ||
-ild_thickness             ||   0.75    |     0.75  |    1.5    |   0       |    0      |   0.75    |     0.75  |    1.5    |   0       |   0       ||
___________________________||___________|___________|___________|___________|___________|___________|___________|___________|___________|___________||
                           ||           |           |           |           |           |           |           |           |           |           ||
-fringe_cap                || 0.115e-15 | 0.115e-15 | 0.115e-15 | 0.115e-15 | 0.115e-15 | 0.115e-15 | 0.115e-15 | 0.115e-15 | 0.115e-15 | 0.115e-15 ||
___________________________||___________|___________|___________|___________|___________|___________|___________|___________|___________|___________||

_____________________________________________________________________________________________________
                           ||           |           |           |           |           |           ||
-tsv_pitch                 ||    0      |     0     |    0      |    0      |    0      |   0       ||
___________________________||___________|___________|___________|___________|___________|___________||
                           ||           |           |           |           |           |           ||
-tsv_diameter              ||    0      |     0     |    0      |    0      |    0      |   0       ||
___________________________||___________|___________|___________|___________|___________|___________||
                           ||           |           |           |           |           |           ||
-tsv_length                ||    0      |     0     |    0      |    0      |    0      |   0       ||
___________________________||___________|___________|___________|___________|___________|___________||
                           ||           |           |           |           |           |           ||
-tsv_dielec_thickness      ||    0      |     0     |    0      |    0      |    0      |   0       ||
___________________________||___________|___________|___________|___________|___________|___________||
                           ||           |           |           |           |           |           ||
-tsv_contact_resistance    ||    0      |     0     |    0      |    0      |    0      |   0       ||
___________________________||___________|___________|___________|___________|___________|___________||
                           ||           |           |           |           |           |           ||
-tsv_depletion_width       ||    0      |     0     |    0      |    0      |    0      |   0       ||
___________________________||___________|___________|___________|___________|___________|___________||
                           ||           |           |           |           |           |           ||
-tsv_liner_dielectric_cons ||    0      |     0     |    0      |    0      |    0      |   0       ||
___________________________||___________|___________|___________|___________|___________|___________||








